,date,real_output,StandardScaler_LR,MinMaxScaler_LR,MaxAbsScaler_LR,RobustScaler_LR,QuantileTransformer-Normal_LR,QuantileTransformer-Uniform_LR,PowerTransformer-Yeo-Johnson_LR,Normalizer_LR,StandardScaler_RFR,MinMaxScaler_RFR,MaxAbsScaler_RFR,RobustScaler_RFR,QuantileTransformer-Normal_RFR,QuantileTransformer-Uniform_RFR,PowerTransformer-Yeo-Johnson_RFR,Normalizer_RFR
35078,1579633200000,0.0,0.06580240761399936,0.06580240761400086,0.06580240761400358,0.06580240761399911,0.3462983396724755,0.0,0.0,0.0,0.009300000000000008,0.009300000000000008,0.009300000000000008,0.009300000000000008,0.009300000000000008,0.009300000000000008,5.215905966012999e-06,1.2982961795539325
35079,1579636800000,0.0,0.06176087696460453,0.06176087696460564,0.06176087696460897,0.06176087696460436,0.12344681408747737,0.0,0.0,0.0,0.009400000000000007,0.009400000000000007,0.009400000000000007,0.009400000000000007,0.009400000000000007,0.009400000000000007,5.215905966012999e-06,1.2982961795539325
35080,1579640400000,0.0,0.07124891354400131,0.07124891354400265,0.07124891354400731,0.07124891354400131,0.0,0.0,0.0,0.0,0.009000000000000006,0.009000000000000006,0.009000000000000006,0.009000000000000006,0.009100000000000007,0.009100000000000007,5.215905966012999e-06,1.2982961795539325
35081,1579644000000,0.0,0.12458142683614848,0.12458142683614848,0.12458142683615314,0.12458142683614788,0.02031841939147938,0.0,0.15598918595867506,0.05869610833465533,0.008500000000000006,0.008500000000000006,0.008500000000000006,0.008500000000000006,0.008600000000000007,0.008600000000000007,5.215905966012999e-06,1.2982961795539325
35082,1579647600000,0.0,0.1733539086346514,0.1733539086346516,0.17335390863465605,0.17335390863465078,0.0,0.0,0.28532251167046585,0.11079642603702089,0.0,0.0,0.0,0.0,0.0,0.0,5.215905966012999e-06,1.2982961795539325
35083,1579651200000,0.0,0.2330154438425336,0.23301544384253348,0.23301544384253958,0.2330154438425331,0.0,0.3066678933367053,0.5801074992961404,0.17584166929158274,0.0,0.0,0.0,0.0,0.0,0.0,5.215905966012999e-06,1.2982961795539325
35084,1579654800000,0.0,0.24781358904624207,0.2478135890462425,0.24781358904624895,0.24781358904624207,0.0,0.23964533207386718,0.46214012487975276,0.1840297183397155,0.009900000000000008,0.009900000000000008,0.009900000000000008,0.009900000000000008,0.009900000000000008,0.009900000000000008,5.215905966012999e-06,1.2982961795539325
35085,1579658400000,0.0,0.3103565768053598,0.31035657680536033,0.31035657680536666,0.31035657680536033,0.024504904347454115,0.31160123156189545,0.5423617917339039,0.24458794261280303,0.009800000000000008,0.009800000000000008,0.009800000000000008,0.009800000000000008,0.010000000000000007,0.010000000000000007,5.215905966012999e-06,1.2982961795539325
35086,1579662000000,0.0,0.3491157005945067,0.34911570059450736,0.34911570059451247,0.34911570059450725,0.27084015359603875,0.6289337638448629,0.703842314889112,0.2848083050132426,0.009900000000000008,0.009900000000000008,0.009900000000000008,0.009900000000000008,0.010100000000000007,0.010100000000000007,5.215905966012999e-06,1.2982961795539325
35087,1579665600000,0.0,0.4233638325961018,0.4233638325961024,0.4233638325961069,0.42336383259610255,0.36725187810522186,0.8017992395572686,0.7402231364200298,0.3564748329665637,0.010100000000000007,0.010100000000000007,0.010100000000000007,0.010100000000000007,0.010100000000000007,0.010100000000000007,5.215905966012999e-06,1.2982961795539325
